"project"	"R2"	"Adjusted_R2"	"Last_Pageviews"
"haw.wikipedia"	0.062498663901422	0.00390483039526091	119000
"hi.wikiquote"	0.206178283056115	0.156564425747123	27000
"ik.wikipedia"	0.0588530352401803	3.13499426916053e-05	55000
"iu.wikipedia"	0.0295077365706467	-0.0311480298936879	66000
"koi.wikipedia"	0.246765661622069	0.199688515473449	69000
"ks.wikipedia"	0.00522837153174801	-0.0569448552475178	38000
"mi.wikipedia"	0.0465701162594165	-0.0130192514743701	142000
"nds.wiktionary"	0.0455869807263137	-0.0140638329782916	30000
"nov.wikipedia"	0.140028244746156	0.086280010042791	164000
"or.wikipedia"	0.489386932324309	0.457473615594578	423000
"pag.wikipedia"	0.00434007955092307	-0.0578886654771442	93000
"pap.wikipedia"	0.008098828037254	-0.0538949952104175	95000
"pdc.wikipedia"	0.0131851020486185	-0.048490829073343	654000
"pfl.wikipedia"	0.0180494102963809	-0.0433225015600953	122000
"pih.wikipedia"	0.0977578084978408	0.0413676715289558	70000
"rmy.wikipedia"	0.0949910999398556	0.0384280436860965	77000
"roa-tara.wikipedia"	0.131621399600451	0.077347737075479	313000
"simple.wikibooks"	0.223989318196117	0.175488650583375	30000
"sk.wikibooks"	0.00631188452112714	-0.0557936226963023	39000
"sk.wikisource"	0.759137178704176	0.744083252373187	65000
"sl.wikiquote"	0.0225956428370003	-0.0384921294856873	52000
"sn.wikipedia"	0.0148824213900264	-0.0466874272730968	117000
"sq.wiktionary"	0.213164660511862	0.163987451793853	70000
"ss.wikipedia"	0.135522838127184	0.0814930155101329	73000
"st.wikipedia"	0.219358516210091	0.170568423473221	56000
"sv.wikivoyage"	0.0450467148347746	-0.0146378654880519	27000
"tpi.wikipedia"	0.0367515385737025	-0.023451490265441	173000
"ts.wikipedia"	0.0344974021876991	-0.0258465101755696	46000
"vi.wikibooks"	0.508062101049556	0.477315982365153	255000
"xh.wikipedia"	0.145789428333445	0.0924012676042854	69000
"sr.wiktionary"	0.11636907302695	0.0611421400911341	52000
"ur.wiktionary"	0.0354840728456098	-0.0247981726015396	37000
"lez.wikipedia"	0.495648338919319	0.464126360101776	127000
"na.wikipedia"	0.494474075730975	0.462878705464161	82000
"chr.wiktionary"	0.0889223329611416	0.0319799787712129	67000
"fa.wikibooks"	0.00588902701379178	-0.0562429087978462	129000
"vec.wikisource"	0.0577253362668512	-0.00116683021647068	32000
"uk.wikisource"	0.0518972530701775	-0.0073591686129364	84000
"th.wikiquote"	0.0122437080944513	-0.0494910601496454	43000
"fj.wiktionary"	0.101644688101941	0.0454974811083124	40000
"ti.wikipedia"	0.0313517720455648	-0.0291887422015875	61000
"uk.wikivoyage"	0.0420581538101435	-0.0178132115767227	32000
"eo.wikiquote"	0.0209533898500587	-0.0402370232843126	31000
"nah.wiktionary"	0.0720933896724417	0.0140992265269693	23000
"ro.wikiquote"	0.181617085011014	0.130468152824202	36000
"mr.wikibooks"	0.00602365287267871	-0.056099868822779	22000
"vi.wikivoyage"	0.454212098868786	0.412228414166385	208000
"zh.wikivoyage"	0.315269190302982	0.229677839090855	66000
"fa.wikivoyage"	0	0	47000
